AVARU_G1_Yambuto_lake_mtelyatnikov_2017_species_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Title: Russian Arctic Vegetation Archive: Yambuto lake (G1) Vegetation Plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Author: Mikhail Telyatnikov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dataset Reference: Telyatnikov, M. Y., Troeva, E. I., Ermokhina, K. A., & Pristyazhnyuk, A. (2019). Vegetation of the two regions of the northern part of the Gydan Peninsula (the subzone of typical tundras). Turczaninowia, 22(4), 128–144. https://doi.org/10.14258/turczaninowia.22.4.14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Table: Modified Species Cover Data for Yambuto lake (G1) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Notes: Percentage species cover scale is used. Taxa are listed in alphabetical order. Both the dataset author determinations and the current nomenclature according to the Panarctic Species List (PASL) are listed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AUTHOR PLOT NUMBER,G1-1,G1-3,G1-6,G1-7,G1-8,G1-9,G1-12,G1-13,G1-15,G1-15a,G1-18,G1-20,G1-21,G1-23,G1-24,G1-26,G1-28,G1-30,G1-32,G1-33,G1-35,G1-37,G1-39,G1-41,G1-43,G1-45,G1-46,G1-48,G1-50,G1-52,G1-55,G1-56,G1-57,G1-58,G1-60,G1-62,G1-64,G1-66,G1-68,G1-69,G1-72,G1-73,G1-74,G1-76,G1-79,G1-80,G1-82,G1-84,G1-86,G1-88,G1-90,G1-92,G1-94,G1-95,G1-97,G1-99,G1-101,G1-103,G1-105,G1-107,G1-109,G1-111,G1-111a,G1-113,G1-115,G1-118,G1-119,G1-121,G1-124,G1-126,G1-127,G1-129,G1-131,G1-133,G1-135,G1-137,G1-139,G1-141,G1-143,G1-1-MT,G1-2-MT,G1-3-MT,G1-4-MT,G1-5-MT,G1-6-MT
Ranunculus hyperboreus,Ranunculus hyperboreus,Ranunculus hyperboreus Rottb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus lapponicus,Ranunculus lapponicus,Coptidium lapponicum (L.) Tzvelev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus monophyllus,Ranunculus monophyllus,Ranunculus monophyllus Ovcz. s. lat. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
Ranunculus nivalis,Ranunculus nivalis,Ranunculus nivalis L.,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0.5,0,0
Ranunculus pallasii,Ranunculus pallasii,Coptidium pallasii (Schltdl.) Tzvelev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus propinquus,Ranunculus propinquus,Ranunculus subborealis s. subborealis Tzvelev,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,1,1,0,0,0,2,0,2
Ranunculus pygmaeus,Ranunculus pygmaeus,Ranunculus pygmaeus Wahlenb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus species,Ranunculus species,Ranunculus species ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhytidium rugosum,Rhytidium rugosum,Rhytidium rugosum (Ehrh. ex Hedw.) Kindb.,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,0,0,0,0,6,0,2,0,0,0,1,3,0,0,6,5,0,0,0,0,2,0,2,0,0,0,0,12,0,3,0,0,0,0,0,6,0,0,1,35,0,0,0,0,0,0,0,5,5,0,0,0,1,0,2,0
Rubus chamaemorus,Rubus chamaemorus,Rubus chamaemorus L.,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,10,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex arcticus,Rumex arcticus,Rumex arcticus Trautv.,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex graminifolius,Rumex graminifolius,Rumex acetosella s. arenicola Y. MÄkinen ex Elven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagina intermedia,Sagina intermedia,Sagina nivalis (Lindblom) Fr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix glauca,Salix glauca,Salix glauca L.,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,2,2,0,0,2,6,3,0,3,2,0,0,0,5,0,0,0,4,5,0,0,5,2,0,2,6,1,0,0,0,0,0
Salix lanata,Salix lanata,Salix lanata L.,0,27,35,0,0,0.5,3,40,15,30,0,0,5,0,4,4,0,2,0,0,13,0,0,0,10,2,0,11,8,10,2,6,12,2,3,0,3,14,2,0,0,0,0,0,0,25,1,0,0,0,14,0,5,0,0,2,0,0,2,1,0,3,0,20,0,6,3,5,0,11,5,3,32,1,0,0,0,2,2,0,6,5,27,5,6
Salix nummularia,Salix nummularia,Salix nummularia Andersson,0,0,0,0,4,10,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,6,10,5,0,10,0,0,0,0,0,0,0,5,0,10,1,0,0,15,3,5,6,3,3,0,2,10,0,11,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,5,0,5,0,2,0,5,0
Salix polaris,Salix polaris,Salix polaris Wahlenb.,4,3,3,15,3,3,2,1,0,6,0,0,2,0,1,2,0,0,0,2,4,5,6,6,4,0,0,3,0,2,0,2,0,3,1,0,0,2,2,0,1,0,0,0,0,10,6,0,0,0,3,0,3,0,0,0,0,6,2,4,4,0,0,4,0,6,4,3,6,4,0,3,6,17,15,3,5,4,10,0,3,5,5,3,4
Salix pulchra,Salix pulchra,Salix pulchra Cham.,3,0,0,0,0,0,2,0,0,1,6,6,5,5,5,5,2,1,1,0,1,0,0,0,0,0,0,0,3,2,0,2,0,3,2,0,4,2,5,1,0,4,0,0,0,0,0,0,3,1,3,0,3,5,0,0,4,0,1,0,6,7,3,0,0,5,6,0,0,0,4,0,0,0,0,5,0,0,3,0,1,0,0,2,7
Salix recurvigemmis,Salix recurvigemmis,Salix recurvigemmis A.K. Skvortsov,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix reptans,Salix reptans,Salix reptans Rupr.,5,0,0,0,0,0,3,0,5,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix reticulata,Salix reticulata,Salix reticulata L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,5,0,0
Sanionia uncinata,Sanionia uncinata,Sanionia uncinata (Hedw.) Loeske,1,30,12,0,0,10,0,40,3,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,2,2,2,0,2,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,2,0,30,10,0,2,0,50,0,0,0,0,0,7,5,0,0,2,0,0,11,0,10,2,20,3,0,2,0,0,0,0,50,1,1
Saussurea tilesii,Saussurea tilesii,Saussurea tilesii (Ledeb.) Ledeb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga cernua,Saxifraga cernua,Saxifraga cernua L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga foliolosa,Saxifraga foliolosa,Micranthes foliolosa (R. Br.) Gornall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga hieracifolia,Saxifraga hieraciifolia,Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga hirculus,Saxifraga hirculus,Saxifraga hirculus L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga hyperborea,Saxifraga hyperborea,Saxifraga hyperborea R. Br.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga nelsoniana,Saxifraga nelsoniana,Micranthes nelsoniana (D. Don) Small,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,2,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,1,0.5,1,0,1,0,0,0,1,1,3,2,0,2,1,0,0.5,1
Saxifraga hieracifolia,Saxifraga hieraciifolia,Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0
Saxifraga tenuis,Saxifraga tenuis,Micranthes tenuis (Wahlenb.) Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scapania paludicola,Scapania paludicola Loeske & MÁll.Frib.,Scapania paludicola Loeske & Müll. Frib. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schistochilopsis incisa,Schistochilopsis incisa (Schrad.) Konstant.,Schistochilopsis incisa (Schrad.) Konstant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schistochilopsis grandiretis,Schistochilopsis grandiretis (Lindb. ex Kaal.) Konstant.,Schistochilopsis grandiretis (Lindb. ex Kaal.) Konstant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpidium scorpioides,Scorpidium scorpioides,Scorpidium scorpioides (Hedw.) Limpr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpidium cossonii,Scorpidium cossonii,Limprichtia cossonii (Schimp.) L.E. Anders.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpidium sp. ,Scorpidium species,Scorpidium species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siphula ceratites,Siphula ceratites,Siphula ceratites (Wahlenb.) Fr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solorina crocea,Solorina crocea,Solorina crocea (L.) Ach.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparganium angustifolium,Sparganium angustifolium,Sparganium angustifolium Michx.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphaerophorus fragilis,Sphaerophorus fragilis,Sphaerophorus fragilis (L.) Pers.,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphaerophorus globosus,Sphaerophorus globosus,Sphaerophorus globosus (Huds.) Vain.,4,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,1,1,0,2,0,5,4,2,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,2,5,6,3,0,1,4,3,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,1,0,2,6,1,0,0,2,0
Sphagnum balticum,Sphagnum balticum,Sphagnum balticum (Russ.) C. Jens.,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum capillifolium,Sphagnum capillifolium,Sphagnum capillifolium (Ehrh.) Hedw.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum compactum,Sphagnum compactum,Sphagnum compactum Lam. & DC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum fimbriatum,Sphagnum fimbriatum,Sphagnum fimbriatum Wils.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum fuscum,Sphagnum fuscum,Sphagnum fuscum (Schimp.) Klinggr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum girgensohnii,Sphagnum girgensohnii,Sphagnum girgensohnii Russ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum jensenii,Sphagnum jensenii,Sphagnum jensenii H. Lindb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum lenense,Sphagnum lenense,Sphagnum lenense H. Lindb. ex L.I. Savicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum species,Sphagnum species,Sphagnum species ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum squarrosum,Sphagnum squarrosum,Sphagnum squarrosum Crome,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum subsecundum,Sphagnum subsecundum,Sphagnum subsecundum Nees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum teres,Sphagnum teres,Sphagnum teres (Schimp.) Aongstr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum warnstorfii,Sphagnum warnstorfii,Sphagnum warnstorfii Russ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphenolobus minutus,Sphenolobus minutus (Schreb.) Berggr.,Sphenolobus minutus (Schreb.) Berggr. var. weberi (Mart.) Schiffn.,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0
Sphenolobus minutus,Sphenolobus minutus (Schreb.) Berggr.,Sphenolobus minutus (Schreb.) Berggr. var. minutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphenolobus saxicola,Sphenolobus saxicola (Schrad.) Steph.,Sphenolobus saxicola (Schrad.) Steph.,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
